ID	Label	Text
192	Scarcity	"Check out all the exclusive accessories for your refrigerator available for many of the leading brands and models including GE, Samsung, LG, and Kenmore/Whirlpool.  Exact fit removable drip trays and Ice Chute Adapters.  Love your fridge again!  Available on both Etsy and Amazon. Pacific Shamrock stores: Amazon: https://amzn.to/4htlShW Etsy: https://pacificshamrock.etsy.com  Not all products available on Amazon at this time.  Etsy has the full collection."
315	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
456	Guilt-tripping	Proposals to restrict SNAP are nothing more than a sound bite. Restrictions won’t solve the real health challenges Americans face.
21	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
493	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
184	Guilt-tripping	"They own 92% of distilleries. You don’t have to drink like it.,A Distillery Built by the People, for the People.,Most Spirits Brands Stay Quiet. We Never Will."
407	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
220	Guilt-tripping	"We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition."
140	Time Pressure	Shop our discounted Flame Fleece as part of the 4/20 sale using promocode DOPE 🌿🌳
452	Guilt-tripping	Proposals to restrict SNAP are nothing more than a sound bite. Restrictions won’t solve the real health challenges Americans face.
109	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
408	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
204	Exaggerated Claims	This minimalist design paired with a super comfy crewneck? Total magic.
473	Exaggerated Claims	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
205	Guilt-tripping	"Pro-Woman, Pro-Babies, Pro-Love. Live Action's exclusive merch is ethically sourced and wildly comfortable so you can look good and feel good knowing that 100% of your purchase goes toward our continued mission of fighting for life!"
72	Guilt-tripping	"Show off your commitment to the lives of preborn children with this bold holographic sticker. Stick it on your laptop, water bottle, or notebook, and let your values speak loud and clear! All profits from this product are donated to support our fight for the preborn.,Show off your commitment to the lives of preborn children with this bold holographic sticker. Stick it on your laptop, water bottle, or notebook, and let your values speak loud and clear! All profits from this product are donated to support our fight for the preborn.,Show off your commitment to the lives of preborn children with this bold holographic sticker. Stick it on your laptop, water bottle, or notebook, and let your values speak loud and clear! All profits from this product are donated to support our fight for the preborn."
439	Exaggerated Claims	Proposals to restrict SNAP are nothing more than a sound bite. Restrictions won’t solve the real health challenges Americans face.
310	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
75	Exaggerated Claims	"Celebrate Mother's Day with style in our Pro-Life Daisy Crop Tee! This chic taupe-colored crop top features a bold pro-life message adorned with delicate daisy illustrations, blending a meaningful statement with a touch of floral charm. Content + Care 100% combed ring-spun cotton Machine washable Size + Fit Women's crop True To Size Relaxed fit, seamless body,Celebrate Mother's Day with style in our Pro-Life Daisy Crop Tee! This chic taupe-colored crop top features a bold pro-life message adorned with delicate daisy illustrations, blending a meaningful statement with a touch of floral charm. Content + Care 100% combed ring-spun cotton Machine washable Size + Fit Women's crop True To Size Relaxed fit, seamless body,Celebrate Mother's Day with style in our Pro-Life Daisy Crop Tee! This chic taupe-colored crop top features a bold pro-life message adorned with delicate daisy illustrations, blending a meaningful statement with a touch of floral charm. Content + Care 100% combed ring-spun cotton Machine washable Size + Fit Women's crop True To Size Relaxed fit, seamless body,Celebrate Mother's Day with style in our Pro-Life Daisy Crop Tee! This chic taupe-colored crop top features a bold pro-life message adorned with delicate daisy illustrations, blending a meaningful statement with a touch of floral charm. Content + Care 100% combed ring-spun cotton Machine washable Size + Fit Women's crop True To Size Relaxed fit, seamless body"
26	Exaggerated Claims	"Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!"
454	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
146	Exaggerated Claims	"The rumors are everywhere… Elon Musk and DOGE may be closing up shop. Some say they’ve both become a political drag on Trump… But THIS could be the real reason. After getting full access to the US government’s most sensitive data… Elon and DOGE were poised to reveal the FDA’s #1 secret. It’s a secret that could dry up hundreds-of-billions in Big Pharma profit and dark money pollical donations.  Which is exactly why politicians and lobbyists would do anything to keep THIS from becoming public… And it sounds like they may just succeed. That’s exactly we’re taking action and releasing everything TODAY in this short video. P.S. If they’ve really succeeded in silencing the world’s richest man, there’s no telling what they’ll do when they hear about THIS video. Get the full truth by clicking NOW while it’s still available online."
466	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
431	Exaggerated Claims	More government rules mean more red tape for families. SNAP restrictions add bureaucracy without solving real issues.
469	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
222	Exaggerated Claims	This gorgeous enamel pin is crafted in the American Traditional style to reflect our commitment to the defense of all lives- preborn and born!
475	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
43	Guilt-tripping	"It is our responsibility to protect the lives of preborn children. Wear this tee to tell the world that abortion ends with us! * Comfort Colors styles are garment dyed for that lived in feel and almost no shrinkage at home * Soft ring spun cotton fabric with 100% cotton threads * Machine washable * Unisex, runs large for women * True To Size * Relaxed fit, seamless body"
325	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
415	Exaggerated Claims	Proposals to restrict SNAP are nothing more than a sound bite. Restrictions won’t solve the real health challenges Americans face.
267	Exaggerated Claims	This gorgeous enamel pin is crafted in the American Traditional style to reflect our commitment to the defense of all lives- preborn and born!
209	Guilt-tripping	"Are you vocal about being Pro-Life? There's no better way to start conversations and rep the movement than with Live Action's exclusive Pro-Life merch. Featuring life-affirming messages on ethically sourced and crazy comfy materials, Live Action has got you covered!,Are you vocal about being Pro-Life? There's no better way to start conversations and rep the movement than with Live Action's exclusive Pro-Life merch. Featuring life-affirming messages on ethically sourced and crazy comfy materials, Live Action has got you covered!,Are you vocal about being Pro-Life? There's no better way to start conversations and rep the movement than with Live Action's exclusive Pro-Life merch. Featuring life-affirming messages on ethically sourced and crazy comfy materials, Live Action has got you covered!"
480	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
355	Guilt-tripping	"Temp workers in Florida could lose even the most basic protections, like access to water, restrooms, and a place to sit, while waiting hours for a job. HB 6033 and SB 1672 let greedy temp agencies overcharge for lunch and transportation, then dock workers’ pay with no receipts. That’s not reform. It’s exploitation. Say NO."
33	Exaggerated Claims	"Babies in the womb are like butterflies in a chrysalis. It's hard to see what is happening inside, but the process of their growth and development is beautiful. Wear this tee & show others the beauty of the child within the womb.,Babies in the womb are like butterflies in a chrysalis. It's hard to see what is happening inside, but the process of their growth and development is beautiful. Wear this tee & show others the beauty of the child within the womb.,Babies in the womb are like butterflies in a chrysalis. It's hard to see what is happening inside, but the process of their growth and development is beautiful. Wear this tee & show others the beauty of the child within the womb.,Babies in the womb are like butterflies in a chrysalis. It's hard to see what is happening inside, but the process of their growth and development is beautiful. Wear this tee & show others the beauty of the child within the womb."
144	Exaggerated Claims	He's rich and dangerous She’s sweet and innocent  👑🐦‍⬛ Read FREE in KindleUnlimited ➤ https://amz.run/5VIV
106	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
190	Scarcity	"Lovesac Throw Pillows NEW WITH TAGS! - $55.00  BRAND NEW WITH TAGS!!  Perfect for your couch, bed, chair!    **BUY 2 GET 1 FREE!!**  Lovesac Brand Throw Pillows.  The cover is Lovesac Brand -straight from the store!  The inserts are brand new from Amazon.   Please message me and let me know what # pillows you want.    1.  Diamond Stitch 18x18 2.  Speckled Boucle Raven 18x18 3.  Coral Chenille 18x18 4.  Heather Gray 18x18 5.  Diagnol Corded Stripe 18x18  6.  Micro Boucle Evergreen 18x18  7.  Coral corded 18x18 8.  Neutral with Blue Flange 18x18 9.  Ocean Teal Chenille 24x16 10.  Dark Forest Velvet Stripe 24x16  These are all single pillows.  I don’t have any duplicates in these!   Accept cash, PayPal, Venmo, cash app and credit card   Facebook Marketplace"
76	Time Pressure	Amazon’s Easter Basket Stuffers are up to 75% OFF! 🐣 These must-haves won’t last—get the best deals while you can! ⏰
382	Guilt-tripping	"BIG news! 📮 We’re getting ready to print and ship THOUSANDS of postcards to our volunteer teams as we gear up to connect with voters ahead of the Virginia elections this November. Every year, Sister District volunteers send beautifully handwritten postcards to voters in key districts nationwide. These notes introduce our candidates to new voters in their districts, reach Democrats who vote infrequently, and remind people to vote when it matters most. We rely on grassroots supporters to fund actions like these, so we could really use your support today. One donation of $7 can buy 100 postcards. Can you chip in a few bucks today to support Sister District’s volunteer teams in their GOTV efforts?"
79	Exaggerated Claims	"The rumors are everywhere… Elon Musk and DOGE may be closing up shop. Some say they’ve both become a political drag on Trump… But THIS could be the real reason. After getting full access to the US government’s most sensitive data… Elon and DOGE were poised to reveal the FDA’s #1 secret. It’s a secret that could dry up hundreds-of-billions in Big Pharma profit and dark money pollical donations.  Which is exactly why politicians and lobbyists would do anything to keep THIS from becoming public… And it sounds like they may just succeed. That’s exactly we’re taking action and releasing everything TODAY in this short video. P.S. If they’ve really succeeded in silencing the world’s richest man, there’s no telling what they’ll do when they hear about THIS video. Get the full truth by clicking NOW while it’s still available online."
19	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
219	Exaggerated Claims	"Level up your look with this minimalist, ultra-cozy quarter zip."
316	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
152	Scarcity	Live Action Embroidered Logo Hat
414	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
202	Exaggerated Claims	"Take a stand for life by wearing this Protect The Innocent Pro-Life Boxy Tee.  * Content + Care * Comfort Colors styles are garment dyed for that lived in feel and almost no shrinkage at home * Soft ring spun cotton fabric with 100% cotton threads * Machine washable * Unisex, runs large for women * True To Size * Relaxed fit, seamless body"
383	Guilt-tripping	"BIG news! 📮 We’re getting ready to print and ship THOUSANDS of postcards to our volunteer teams as we gear up to connect with voters ahead of the Virginia elections this November. Every year, Sister District volunteers send beautifully handwritten postcards to voters in key districts nationwide. These notes introduce our candidates to new voters in their districts, reach Democrats who vote infrequently, and remind people to vote when it matters most. We rely on grassroots supporters to fund actions like these, so we could really use your support today. One donation of $7 can buy 100 postcards. Can you chip in a few bucks today to support Sister District’s volunteer teams in their GOTV efforts?"
114	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
490	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
264	Exaggerated Claims	"Get the pro-life tie that Superbowl Champion Harrison Butker wore to the White House! The 100% linen tie reads ""Protegite Indefensos"" (Protect the Defenseless) in Latin.,Get the pro-life tie that Superbowl Champion Harrison Butker wore to the White House! The 100% linen tie reads ""Protegite Indefensos"" (Protect the Defenseless) in Latin.,Get the pro-life tie that Superbowl Champion Harrison Butker wore to the White House! The 100% linen tie reads ""Protegite Indefensos"" (Protect the Defenseless) in Latin.,Get the pro-life tie that Superbowl Champion Harrison Butker wore to the White House! The 100% linen tie reads ""Protegite Indefensos"" (Protect the Defenseless) in Latin."
440	Exaggerated Claims	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
347	Exaggerated Claims	"🚨 TRUMP RELEASES NEW BOOK ""SAVE AMERICA"" 🚨 In ""SAVE AMERICA”, President Donald J. Trump offers an unparalleled look into his four years as the 45th President of the United States, and a vision for his next term! “SAVE AMERICA” is filled with iconic moments from the first Trump Administration. 🌐 From Historic Summits with World Leaders to candid scenes from the White House, every photo has been selected by President Trump, alongside his words, which provide insight into what will shape his next four years in office. ✍️ Lavishly illustrated and beautifully designed, ""SAVE AMERICA"" showcases President Trump’s major themes and accomplishments, including record-breaking trade negotiations, tax cuts, international diplomacy, and Border security. This blend of powerful imagery and commentary paints a clear picture of President Trump's future vision for our Country. 📖 ""SAVE AMERICA"" is the only book which highlights the past, and offers a roadmap for the future directly from President Donald J. Trump!"
472	Exaggerated Claims	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
18	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
74	Guilt-tripping	Pro-Life Daisy Women's Crop Tee
9	Guilt-tripping	"📖🇺🇸 Celebrate Faith and Freedom! 🇺🇸📖 This Easter, discover the God Bless The USA Bible – the perfect blend of patriotism and devotion.  🌟 Featuring inspiring scriptures alongside American history, it’s the ultimate Bible for proud patriots. Get yours today and honor God and country every day! 🙌✝️ ⏳ Limited supply available – order before Easter! 🕊️"
115	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
10	Guilt-tripping	"📖🇺🇸 Celebrate Faith and Freedom! 🇺🇸📖 This Easter, discover the God Bless The USA Bible – the perfect blend of patriotism and devotion.  🌟 Featuring inspiring scriptures alongside American history, it’s the ultimate Bible for proud patriots. Get yours today and honor God and country every day! 🙌✝️ ⏳ Limited supply available – order before Easter! 🕊️"
261	Guilt-tripping	Wear this tee to show how being pro-life means loving both babies & mothers equally.
476	Exaggerated Claims	More government rules mean more red tape for families. SNAP restrictions add bureaucracy without solving real issues.
96	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
215	Exaggerated Claims	"To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers."
175	Guilt-tripping	"🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today"
197	Scarcity	Live Action Embroidered Logo Jacket
159	Scarcity	"🇺🇸 Elon Musk Collectible Card - Limited Edition ✅ Show Your Support For Elon & DOGE 🎉 The First Collectible Elon Musk Card,🇺🇸 Elon Musk Collectible Card - Limited Edition ✅ Show Your Support For Elon & DOGE 🎉 The First Collectible Elon Musk Card"
58	Guilt-tripping	"Take a stand for life by wearing this Protect The Innocent Pro-Life Tee.  * Content + Care * Comfort Colors styles are garment dyed for that lived in feel and almost no shrinkage at home * Soft ring spun cotton fabric with 100% cotton threads * Machine washable * Unisex, runs large for women * True To Size * Relaxed fit, seamless body"
242	Exaggerated Claims	"This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up"
254	Exaggerated Claims	"Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!"
150	Exaggerated Claims	"Proposition A includes new construction and renovations to El Campo High School and a new replacement wing on the Hutchins Elementary site, pairing it with the more recent construction, completing the full school replacement. The high school projects include replacing the kitchen and cafeteria, H building, C building and library, high school administration offices, counselor area, band and choir, AVS East building, wood shop, and replacing portables with permanent classrooms. The AVS West and A buildings will also be renovated.  Learn more at www.ecisd.org/bond2025 #ElCampoISDBond2025"
139	Scarcity	Shop our discounted Flame Fleece as part of the 4/20 sale using promocode DOPE 🌿🌳
372	Exaggerated Claims	"Big, tax-exempt 340B hospitals purchase medicines at prices that can be as low as a penny. They can turn around and mark up medicines by thousands of dollars."
318	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
35	Guilt-tripping	"In the early 1970s, Dr. Russell Sacco wanted to show the humanity of preborn children. To do this, he took a photo of the perfectly formed feet of a 10-week old preborn child. These ""Precious Feet"" quickly became an international pro-life symbol."
437	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
362	Guilt-tripping	Government bureaucrats shouldn’t decide what families can buy with SNAP. New restrictions would limit choices for Iowans who rely on these benefits. Tell Iowa lawmakers to reject this bad policy.
143	Scarcity	Shop our discounted Flame Fleece as part of the 4/20 sale using promocode DOPE 🌿🌳
7	Guilt-tripping	"📖🇺🇸 Celebrate Faith and Freedom! 🇺🇸📖 This Easter, discover the God Bless The USA Bible – the perfect blend of patriotism and devotion.  🌟 Featuring inspiring scriptures alongside American history, it’s the ultimate Bible for proud patriots. Get yours today and honor God and country every day! 🙌✝️ ⏳ Limited supply available – order before Easter! 🕊️"
231	Guilt-tripping	"From a single-celled human to a baby with a beating heart, brainwaves, fingers, and toes, Olivia shows the remarkable beauty of a unique life within the womb. This DVD provides a 3-minute long medically accurate, animated glimpse of human life from the moment of fertilization. The story details her growth as she progresses from one developmental stage to the next, in preparation for her continued life outside of the womb. All profits from this product are donated to support our fight for the preborn.,From a single-celled human to a baby with a beating heart, brainwaves, fingers, and toes, Olivia shows the remarkable beauty of a unique life within the womb. This DVD provides a 3-minute long medically accurate, animated glimpse of human life from the moment of fertilization. The story details her growth as she progresses from one developmental stage to the next, in preparation for her continued life outside of the womb. All profits from this product are donated to support our fight for the preborn.,From a single-celled human to a baby with a beating heart, brainwaves, fingers, and toes, Olivia shows the remarkable beauty of a unique life within the womb. This DVD provides a 3-minute long medically accurate, animated glimpse of human life from the moment of fertilization. The story details her growth as she progresses from one developmental stage to the next, in preparation for her continued life outside of the womb. All profits from this product are donated to support our fight for the preborn."
36	Guilt-tripping	Pro-Life Hoodie
16	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
299	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
281	Exaggerated Claims	"President Trump’s historic comeback to reclaim the White House is now immortalized in “Donald Trump: The Road to a Historic Second Term” by USA TODAY. This stunning 160-page commemorative hardcover book brings you front and center to every pivotal moment of President Trump's unprecedented journey. From the campaign trail to the debates, and all the way to Inauguration Day, each page is filled with vivid photography and detailed accounts that capture the energy and passion of this remarkable political movement. Secure your copy today and own a piece of American history!  It’s the perfect gift or unique conversation starter for your home. Click 👉 SHOP NOW to purchase direct from the U.S.-based publisher with more than 10,000 verified customer reviews, satisfaction guarantee, and easy returns."
90	Guilt-tripping	It's going to take all of us working together 🇺🇸 and we are leading the way with our Made in the USA collection!   Shop now and help move America forward 🇺🇸
468	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
481	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
234	Guilt-tripping	Rep this sticker to show how being pro-life means loving both babies & mothers equally. Size Options: 3 x 2.29 inches All profits from this product are donated to support our fight for the preborn.
313	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
367	Scarcity	"The Race for NJ Governor Social Justice Candidate Forum will take place at NJPAC on Wednesday, April 16 at 6:30 p.m. With NJ being one of only two states electing a Governor this year, our decision about who should lead the state will have profound implications across the country. Join them to hear from NJ's gubernatorial candidates, including our endorsed candidate NJEA President Sean Spiller, on issues of social and racial justice. Register below. ⬇️ #WEareNJEA"
